subject,text,label,source
Free gift card waiting,"From: user215@mailer.biz
To: target713@example.com
Date: 2024-04-20
Message-ID: <161010@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!! https://accounts-update.example.org",spam,spamassassin
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user355@example.com
To: target652@example.com
Date: 2024-12-01
Message-ID: <451291@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.</body></html>",ham,enron
Your account has been suspended,"<html><body><p>Your account has been suspended</p><br>From: user8@mailer.biz
To: target184@example.com
Date: 2024-02-23
Message-ID: <783415@mail.example.com>

This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach. https://secure-verify-now.example.com</body></html>",phishing,ceas2008
Project timeline update,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Re: Conference room booking,The conference room is booked for 2pm. See you all there.,ham,enron
Team offsite planning,Attached is your invoice for last month's consulting hours.,ham,enron
Action required: verify your password,Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe. https://accounts-update.example.org,phishing,ceas2008
Draft contract attached,The conference room is booked for 2pm. See you all there.,ham,enron
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user566@example.com
To: target77@example.com
Date: 2024-03-01
Message-ID: <528361@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.</body></html>",ham,enron
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user624@example.com
To: target698@example.com
Date: 2024-12-13
Message-ID: <140666@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.</body></html>",ham,enron
Lunch tomorrow?,The conference room is booked for 2pm. See you all there.,ham,enron
Your invoice from last month,The conference room is booked for 2pm. See you all there.,ham,enron
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user724@example.com
To: target290@example.com
Date: 2024-12-28
Message-ID: <576086@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.</body></html>

    unsubscribe   ",ham,enron
Free gift card waiting,"<html><body><p>Free gift card waiting</p><br>From: user145@mailer.biz
To: target966@example.com
Date: 2024-12-26
Message-ID: <397027@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!! http://192.168.1.5/login</body></html>",spam,spamassassin
Re: Conference room booking,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Project timeline update,"From: user933@example.com
To: target745@example.com
Date: 2024-02-03
Message-ID: <506951@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Server maintenance window,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Holiday schedule reminder,"From: user386@example.com
To: target189@example.com
Date: 2024-09-16
Message-ID: <352673@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.",ham,enron
Team offsite planning,The conference room is booked for 2pm. See you all there.,ham,enron
Your account has been suspended,"From: user831@mailer.biz
To: target856@example.com
Date: 2024-12-22
Message-ID: <521536@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. https://accounts-update.example.org",phishing,ceas2008
Action required: verify your password,"This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach.",phishing,ceas2008
Holiday schedule reminder,"From: user205@example.com
To: target749@example.com
Date: 2024-06-01
Message-ID: <437864@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Make $5000 a week from home,"From: user786@mailer.biz
To: target7@example.com
Date: 2024-02-22
Message-ID: <449472@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!! https://accounts-update.example.org

    unsubscribe   ",spam,spamassassin
Weekly status report,Attached is your invoice for last month's consulting hours.,ham,enron
Server maintenance window,"<html><body><p>Server maintenance window</p><br>From: user333@example.com
To: target864@example.com
Date: 2024-01-08
Message-ID: <961722@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>",ham,enron
Re: Conference room booking,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Team offsite planning,The conference room is booked for 2pm. See you all there.,ham,enron
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user358@example.com
To: target903@example.com
Date: 2024-02-08
Message-ID: <487477@mail.example.com>

The conference room is booked for 2pm. See you all there.</body></html>",ham,enron
Server maintenance window,"<html><body><p>Server maintenance window</p><br>From: user677@example.com
To: target430@example.com
Date: 2024-10-25
Message-ID: <116405@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>

    unsubscribe   ",ham,enron
Weekly status report,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Final notice: update your billing information,"This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach.",phishing,ceas2008
Follow-up on our call,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Your account has been suspended,Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://bit.ly/3xQ1z,phishing,ceas2008
Server maintenance window,Attached is your invoice for last month's consulting hours.,ham,enron
Team offsite planning,The conference room is booked for 2pm. See you all there.,ham,enron
Project timeline update,"From: user835@example.com
To: target132@example.com
Date: 2024-02-13
Message-ID: <789461@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Your payment could not be processed,Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe. http://free-gift-claim.example.net,phishing,ceas2008
You have WON a prize!!!,Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about.,spam,spamassassin
Project timeline update,"<html><body><p>Project timeline update</p><br>From: user640@example.com
To: target649@example.com
Date: 2024-10-18
Message-ID: <846746@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Lunch tomorrow?,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Hot singles in your area,"<html><body><p>Hot singles in your area</p><br>From: user690@mailer.biz
To: target122@example.com
Date: 2024-09-01
Message-ID: <772580@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about.</body></html>",spam,spamassassin
You have WON a prize!!!,"Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://accounts-update.example.org",spam,spamassassin
Make $5000 a week from home,"From: user523@mailer.biz
To: target93@example.com
Date: 2024-07-12
Message-ID: <626560@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! http://192.168.1.5/login",spam,spamassassin
Your invoice from last month,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Your invoice from last month,,ham,enron
Server maintenance window,"From: user255@example.com
To: target427@example.com
Date: 2024-12-11
Message-ID: <384434@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.",ham,enron
Team offsite planning,"From: user353@example.com
To: target965@example.com
Date: 2024-11-22
Message-ID: <499669@mail.example.com>

Attached is your invoice for last month's consulting hours.",ham,enron
Q3 budget review,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Draft contract attached,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Re: Conference room booking,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Re: Conference room booking,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user627@example.com
To: target293@example.com
Date: 2024-12-16
Message-ID: <309902@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>",ham,enron
Security alert from IT department,"<html><body><p>Security alert from IT department</p><br>From: user666@mailer.biz
To: target73@example.com
Date: 2024-05-18
Message-ID: <583367@mail.example.com>

We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended. http://free-gift-claim.example.net</body></html>

    unsubscribe   ",phishing,ceas2008
Re: Conference room booking,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Q3 budget review,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Lunch tomorrow?,"<html><body><p>Lunch tomorrow?</p><br>From: user164@example.com
To: target339@example.com
Date: 2024-09-14
Message-ID: <584498@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>",ham,enron
Server maintenance window,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Q3 budget review,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user105@example.com
To: target824@example.com
Date: 2024-03-04
Message-ID: <112537@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>",ham,enron
URGENT: limited time offer,Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about. http://free-gift-claim.example.net,spam,spamassassin
Re: Conference room booking,"From: user139@example.com
To: target785@example.com
Date: 2024-11-24
Message-ID: <777255@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.",ham,enron
Holiday schedule reminder,Here is this week's status report. No major blockers to report.,ham,enron
Lunch tomorrow?,The conference room is booked for 2pm. See you all there.,ham,enron
Weekly status report,"<html><body><p>Weekly status report</p><br>From: user891@example.com
To: target934@example.com
Date: 2024-06-20
Message-ID: <556068@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>",ham,enron
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user900@example.com
To: target581@example.com
Date: 2024-02-03
Message-ID: <867460@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>

    unsubscribe   ",ham,enron
Weekly status report,The conference room is booked for 2pm. See you all there.,ham,enron
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user345@example.com
To: target898@example.com
Date: 2024-10-05
Message-ID: <726258@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>

    unsubscribe   ",ham,enron
Make $5000 a week from home,"Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://accounts-update.example.org",spam,spamassassin
Unusual sign-in activity detected,"<html><body><p>Unusual sign-in activity detected</p><br>From: user134@mailer.biz
To: target30@example.com
Date: 2024-08-22
Message-ID: <152906@mail.example.com>

Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe. http://bit.ly/3xQ1z</body></html>",phishing,ceas2008
Re: Conference room booking,"From: user99@example.com
To: target51@example.com
Date: 2024-07-19
Message-ID: <676363@mail.example.com>

The conference room is booked for 2pm. See you all there.

    unsubscribe   ",ham,enron
Your invoice from last month,"<html><body><p>Your invoice from last month</p><br>From: user284@example.com
To: target656@example.com
Date: 2024-06-28
Message-ID: <390334@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Draft contract attached,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Q3 budget review,"From: user127@example.com
To: target604@example.com
Date: 2024-12-13
Message-ID: <468611@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.",ham,enron
You have WON a prize!!!,"Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!!",spam,spamassassin
Your invoice from last month,"<html><body><p>Your invoice from last month</p><br>From: user946@example.com
To: target127@example.com
Date: 2024-11-01
Message-ID: <353690@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>",ham,enron
Weekly status report,Here is this week's status report. No major blockers to report.,ham,enron
Project timeline update,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Holiday schedule reminder,"From: user664@example.com
To: target350@example.com
Date: 2024-01-28
Message-ID: <540463@mail.example.com>

Here is this week's status report. No major blockers to report.

    unsubscribe   ",ham,enron
Meeting notes from yesterday,"From: user998@example.com
To: target195@example.com
Date: 2024-07-23
Message-ID: <681028@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.",ham,enron
Your payment could not be processed,"From: user656@mailer.biz
To: target278@example.com
Date: 2024-09-15
Message-ID: <532046@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://192.168.1.5/login

    unsubscribe   ",phishing,ceas2008
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user777@example.com
To: target912@example.com
Date: 2024-01-01
Message-ID: <993385@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Team offsite planning,"From: user628@example.com
To: target327@example.com
Date: 2024-03-13
Message-ID: <746447@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.

    unsubscribe   ",ham,enron
Weekly status report,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Make $5000 a week from home,"From: user748@mailer.biz
To: target145@example.com
Date: 2024-12-23
Message-ID: <800722@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!! https://accounts-update.example.org",spam,spamassassin
Follow-up on our call,"From: user402@example.com
To: target303@example.com
Date: 2024-11-02
Message-ID: <921875@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.",ham,enron
Server maintenance window,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Draft contract attached,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Your invoice from last month,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Project timeline update,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
URGENT: limited time offer,"<html><body><p>URGENT: limited time offer</p><br>From: user798@mailer.biz
To: target110@example.com
Date: 2024-02-03
Message-ID: <808640@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!</body></html>

    unsubscribe   ",spam,spamassassin
Follow-up on our call,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Holiday schedule reminder,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Q3 budget review,Attached is your invoice for last month's consulting hours.,ham,enron
Holiday schedule reminder,The conference room is booked for 2pm. See you all there.,ham,enron
Follow-up on our call,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Project timeline update,The conference room is booked for 2pm. See you all there.,ham,enron
Your invoice from last month,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Hot singles in your area,"<html><body><p>Hot singles in your area</p><br>From: user820@mailer.biz
To: target983@example.com
Date: 2024-12-05
Message-ID: <595962@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.</body></html>",spam,spamassassin
Lose weight fast - guaranteed,"From: user548@mailer.biz
To: target9@example.com
Date: 2024-12-16
Message-ID: <892170@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about. http://bit.ly/3xQ1z",spam,spamassassin
Project timeline update,The conference room is booked for 2pm. See you all there.,ham,enron
Lunch tomorrow?,Attached is your invoice for last month's consulting hours.,ham,enron
Free gift card waiting,CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now!,spam,spamassassin
Re: Conference room booking,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Team offsite planning,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
You have WON a prize!!!,Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about. http://192.168.1.5/login,spam,spamassassin
Holiday schedule reminder,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Team offsite planning,"From: user895@example.com
To: target482@example.com
Date: 2024-01-21
Message-ID: <505674@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.

    unsubscribe   ",ham,enron
Draft contract attached,"<html><body><p>Draft contract attached</p><br>From: user282@example.com
To: target251@example.com
Date: 2024-04-05
Message-ID: <872246@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Hot singles in your area,"LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.",spam,spamassassin
Project timeline update,"From: user58@example.com
To: target239@example.com
Date: 2024-10-08
Message-ID: <120896@mail.example.com>

Attached is your invoice for last month's consulting hours.

    unsubscribe   ",ham,enron
Your payment could not be processed,"From: user837@mailer.biz
To: target143@example.com
Date: 2024-10-25
Message-ID: <767033@mail.example.com>

We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended.",phishing,ceas2008
Lunch tomorrow?,Attached is your invoice for last month's consulting hours.,ham,enron
Re: Conference room booking,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Team offsite planning,Here is this week's status report. No major blockers to report.,ham,enron
Meeting notes from yesterday,The conference room is booked for 2pm. See you all there.,ham,enron
Your payment could not be processed,"<html><body><p>Your payment could not be processed</p><br>From: user109@mailer.biz
To: target935@example.com
Date: 2024-08-23
Message-ID: <371577@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://bit.ly/3xQ1z</body></html>",phishing,ceas2008
Lunch tomorrow?,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Lunch tomorrow?,The conference room is booked for 2pm. See you all there.,ham,enron
Re: Conference room booking,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Lose weight fast - guaranteed,"<html><body><p>Lose weight fast - guaranteed</p><br>From: user164@mailer.biz
To: target184@example.com
Date: 2024-10-19
Message-ID: <791444@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!</body></html>",spam,spamassassin
URGENT: limited time offer,"LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. http://192.168.1.5/login",spam,spamassassin
Draft contract attached,"From: user29@example.com
To: target119@example.com
Date: 2024-05-06
Message-ID: <708792@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.

    unsubscribe   ",ham,enron
Holiday schedule reminder,Here is this week's status report. No major blockers to report.,ham,enron
Your invoice from last month,"<html><body><p>Your invoice from last month</p><br>From: user52@example.com
To: target298@example.com
Date: 2024-07-28
Message-ID: <745270@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>",ham,enron
Weekly status report,   ,ham,enron
Server maintenance window,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Meeting notes from yesterday,"From: user442@example.com
To: target150@example.com
Date: 2024-04-17
Message-ID: <532067@mail.example.com>

The conference room is booked for 2pm. See you all there.",ham,enron
Buy cheap meds online now,"From: user924@mailer.biz
To: target618@example.com
Date: 2024-09-27
Message-ID: <101258@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.",spam,spamassassin
Action required: verify your password,"<html><body><p>Action required: verify your password</p><br>From: user274@mailer.biz
To: target516@example.com
Date: 2024-11-14
Message-ID: <390607@mail.example.com>

Dear customer, your recent payment failed. Update your billing details now to avoid service interruption: http://secure-billing-update.example.com https://secure-verify-now.example.com</body></html>",phishing,ceas2008
Unusual sign-in activity detected,"<html><body><p>Unusual sign-in activity detected</p><br>From: user411@mailer.biz
To: target57@example.com
Date: 2024-11-21
Message-ID: <195071@mail.example.com>

Dear customer, your recent payment failed. Update your billing details now to avoid service interruption: http://secure-billing-update.example.com https://secure-verify-now.example.com</body></html>",phishing,ceas2008
Free gift card waiting,"<html><body><p>Free gift card waiting</p><br>From: user701@mailer.biz
To: target724@example.com
Date: 2024-01-06
Message-ID: <508004@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!</body></html>

    unsubscribe   ",spam,spamassassin
Draft contract attached,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Follow-up on our call,Here is this week's status report. No major blockers to report.,ham,enron
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user572@mailer.biz
To: target762@example.com
Date: 2024-07-27
Message-ID: <486996@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock.</body></html>",spam,spamassassin
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user829@example.com
To: target116@example.com
Date: 2024-06-06
Message-ID: <866634@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>

    unsubscribe   ",ham,enron
Re: Conference room booking,"From: user926@example.com
To: target665@example.com
Date: 2024-03-02
Message-ID: <515594@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.",ham,enron
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user686@example.com
To: target98@example.com
Date: 2024-03-05
Message-ID: <600646@mail.example.com>

Here is this week's status report. No major blockers to report.</body></html>

    unsubscribe   ",ham,enron
Re: Conference room booking,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Re: Conference room booking,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Your invoice from last month,"From: user815@example.com
To: target361@example.com
Date: 2024-03-05
Message-ID: <855303@mail.example.com>

Attached is your invoice for last month's consulting hours.

    unsubscribe   ",ham,enron
Team offsite planning,"From: user92@example.com
To: target363@example.com
Date: 2024-09-03
Message-ID: <725920@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.",ham,enron
Team offsite planning,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Your invoice from last month,,ham,enron
Your invoice from last month,"From: user906@example.com
To: target89@example.com
Date: 2024-02-10
Message-ID: <517500@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.",ham,enron
Follow-up on our call,"From: user309@example.com
To: target969@example.com
Date: 2024-04-25
Message-ID: <243901@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.

    unsubscribe   ",ham,enron
Meeting notes from yesterday,"From: user825@example.com
To: target966@example.com
Date: 2024-05-23
Message-ID: <843826@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.",ham,enron
You have WON a prize!!!,"From: user669@mailer.biz
To: target358@example.com
Date: 2024-01-05
Message-ID: <995304@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! https://accounts-update.example.org

    unsubscribe   ",spam,spamassassin
Follow-up on our call,The conference room is booked for 2pm. See you all there.,ham,enron
Server maintenance window,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user591@example.com
To: target195@example.com
Date: 2024-05-02
Message-ID: <843215@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Lose weight fast - guaranteed,"<html><body><p>Lose weight fast - guaranteed</p><br>From: user434@mailer.biz
To: target490@example.com
Date: 2024-09-02
Message-ID: <626883@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! http://192.168.1.5/login</body></html>

    unsubscribe   ",spam,spamassassin
Draft contract attached,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Q3 budget review,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Buy cheap meds online now,"Work from home and earn $5000/week, no experience needed, sign up today!!!",spam,spamassassin
Server maintenance window,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Follow-up on our call,"<html><body><p>Follow-up on our call</p><br>From: user214@example.com
To: target891@example.com
Date: 2024-06-10
Message-ID: <116078@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>

    unsubscribe   ",ham,enron
Your account has been suspended,"<html><body><p>Your account has been suspended</p><br>From: user12@mailer.biz
To: target481@example.com
Date: 2024-08-17
Message-ID: <592025@mail.example.com>

Dear customer, your recent payment failed. Update your billing details now to avoid service interruption: http://secure-billing-update.example.com https://secure-verify-now.example.com</body></html>",phishing,ceas2008
Your invoice from last month,"<html><body><p>Your invoice from last month</p><br>From: user586@example.com
To: target368@example.com
Date: 2024-10-10
Message-ID: <833247@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Holiday schedule reminder,   ,ham,enron
Free gift card waiting,"<html><body><p>Free gift card waiting</p><br>From: user559@mailer.biz
To: target220@example.com
Date: 2024-07-25
Message-ID: <676967@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!</body></html>",spam,spamassassin
Weekly status report,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Your invoice from last month,"From: user545@example.com
To: target565@example.com
Date: 2024-07-01
Message-ID: <117538@mail.example.com>

Attached is your invoice for last month's consulting hours.

    unsubscribe   ",ham,enron
Your account has been suspended,We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended. http://free-gift-claim.example.net,phishing,ceas2008
Draft contract attached,The conference room is booked for 2pm. See you all there.,ham,enron
Project timeline update,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Draft contract attached,The conference room is booked for 2pm. See you all there.,ham,enron
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user713@example.com
To: target744@example.com
Date: 2024-01-28
Message-ID: <267138@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.</body></html>",ham,enron
Your invoice from last month,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Project timeline update,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Free gift card waiting,"From: user514@mailer.biz
To: target283@example.com
Date: 2024-01-21
Message-ID: <370196@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock.",spam,spamassassin
Make $5000 a week from home,"From: user583@mailer.biz
To: target940@example.com
Date: 2024-04-24
Message-ID: <180951@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now!

    unsubscribe   ",spam,spamassassin
You have WON a prize!!!,   ,spam,spamassassin
Q3 budget review,"From: user794@example.com
To: target557@example.com
Date: 2024-06-18
Message-ID: <962570@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Final notice: update your billing information,"<html><body><p>Final notice: update your billing information</p><br>From: user431@mailer.biz
To: target455@example.com
Date: 2024-12-21
Message-ID: <122525@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://bit.ly/3xQ1z</body></html>",phishing,ceas2008
Holiday schedule reminder,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Server maintenance window,"From: user659@example.com
To: target988@example.com
Date: 2024-01-02
Message-ID: <602248@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.",ham,enron
Weekly status report,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Lose weight fast - guaranteed,"From: user730@mailer.biz
To: target53@example.com
Date: 2024-07-10
Message-ID: <424553@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!!

    unsubscribe   ",spam,spamassassin
Make $5000 a week from home,"From: user558@mailer.biz
To: target584@example.com
Date: 2024-03-13
Message-ID: <785428@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://accounts-update.example.org",spam,spamassassin
Best deal of the year - act now,"Work from home and earn $5000/week, no experience needed, sign up today!!! https://accounts-update.example.org",spam,spamassassin
You have WON a prize!!!,"Work from home and earn $5000/week, no experience needed, sign up today!!! https://secure-verify-now.example.com",spam,spamassassin
Your invoice from last month,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Server maintenance window,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Server maintenance window,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Q3 budget review,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Lunch tomorrow?,The conference room is booked for 2pm. See you all there.,ham,enron
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user837@example.com
To: target4@example.com
Date: 2024-12-07
Message-ID: <706403@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.</body></html>",ham,enron
Server maintenance window,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Action required: verify your password,We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended. https://secure-verify-now.example.com,phishing,ceas2008
